group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
angle_deg=0.0,train,80,0.9180703674822105,0.956865725496276,0.04319104991434515,0.572211806695113,457.3875,468.25,0,0.0634843423962593
angle_deg=-30.0,train,6,0.8703886309150658,0.9297338262888722,0.047132381718037054,0.5923271746292685,487.3333333333333,498.8333333333333,0,0.10586396604776382
angle_deg=-20.0,train,5,0.8863792757402674,0.9392502434492963,0.02052218489977826,0.3856629862196356,486.2,492.2,0,0.08677949383854866
angle_deg=-10.0,train,5,0.8715700328286677,0.9307687517667373,0.04075957655789588,0.5821853193044249,473.6,492.0,0,0.09689489901065826
angle_deg=10.0,train,5,0.9061924283932511,0.9506876256572081,0.04277210884353742,0.25288306884936884,473.2,492.0,0,0.07256430238485337
angle_deg=20.0,train,6,0.8358970496555767,0.9103047951346518,0.05233143064838241,0.9964733405882239,425.1666666666667,447.5,0,0.1269395537674427
angle_deg=30.0,train,5,0.8449597010555806,0.915622254195652,0.05794973544973545,0.8337759110059562,407.0,428.0,0,0.12822711020708083
angle_deg=0.0,val,20,0.7145036766414645,0.830921416572442,0.1378028718611091,2.1768834967328483,408.5,432.35,0,0.26958842426538465
angle_deg=-30.0,val,1,0.5728429985855729,0.7284172661870504,0.01073345259391771,3.8235537149568133,553.0,559.0,0,0.5490254163742065
angle_deg=-20.0,val,1,0.6932907348242812,0.8188679245283019,0.10714285714285714,2.9325965239781944,500.0,560.0,0,0.28737661242485046
angle_deg=-10.0,val,1,0.5538847117794486,0.7129032258064516,0.5833333333333334,2.660305137482396,380.0,240.0,0,0.3947119414806366
angle_deg=10.0,val,2,0.7408527404135716,0.8489828764850336,0.10015460729746443,2.244267764059093,348.5,389.5,0,0.22070768475532532
angle_deg=20.0,val,1,0.6082337317397079,0.7563996696944674,0.15480427046263345,3.6399111327072493,649.0,562.0,0,0.4074940085411072
angle_deg=30.0,val,2,0.64028261960037,0.7727427463013657,0.12595899470899471,0.7685701462924788,480.0,550.0,0,0.47860758006572723
angle_deg=0.0,test,20,0.6630549958483966,0.7939299430657273,0.22742969531583174,3.0155924831786245,440.25,491.8,0,0.377320271730423
angle_deg=-30.0,test,1,0.5589041095890411,0.7170474516695958,0.37083333333333335,4.744297103197215,329.0,240.0,0,0.40649381279945374
angle_deg=-20.0,test,2,0.7135645864946889,0.8328353822003733,0.1830029199323805,1.233953172079528,449.0,390.5,0,0.2518562078475952
angle_deg=-10.0,test,2,0.7078846252369486,0.8265537439103376,0.06096984248244753,3.769115334839364,516.0,550.0,0,0.265310600399971
angle_deg=10.0,test,1,0.7262996941896025,0.8414526129317981,0.012477718360071301,2.2145592289701352,568.0,561.0,0,0.23664364218711853
angle_deg=20.0,test,1,0.7085427135678392,0.8294117647058824,0.18181818181818182,0.7153063275849564,459.0,561.0,0,0.2908707857131958
angle_deg=30.0,test,1,0.6726726726726727,0.8043087971274686,0.010714285714285714,1.5273913332374467,554.0,560.0,0,0.28422531485557556
angle_deg=0.0,all,120,0.8416400237364506,0.9087190436038789,0.08966612780572024,1.246887201115321,446.3833333333333,466.19166666666666,0,0.15014101093014082
angle_deg=-30.0,all,8,0.7942598617081262,0.877983459448735,0.08304513452943418,1.5152267332412048,475.75,474.0,0,0.1988378781825304
angle_deg=-20.0,all,8,0.8190395358143745,0.8975987382719413,0.07196995268831367,0.9161022249044285,478.625,475.25,0,0.15312331216409802
angle_deg=-10.0,all,8,0.7909380157995856,0.8774818090576018,0.11363386263596348,1.6386828004604062,472.5,475.0,0,0.17622595466673374
angle_deg=10.0,all,8,0.8423709146228752,0.9116070617734882,0.053330934646585906,0.9959387626668956,453.875,475.0,0,0.1301100654527545
angle_deg=20.0,all,8,0.7915198429051258,0.8809550256510326,0.08132637952138871,1.2917571879776935,457.375,476.0,0,0.1825002646073699
angle_deg=30.0,all,8,0.7722545521439144,0.8659881950885574,0.06904761904761905,0.9041763976065232,443.625,475.0,0,0.23532200325280428
